sentences	score
"I've been asked to write about the Heard/Depp case but , look , I already have . This is a pattern that I traced in the introduction of a book on misogyny that came out the week MeToo hit . It's been going on for a long time , and very little has changed ."	0
"If fat bodies disgust someone , they want to make out that nobody would get or remain fat if we just did X , Y , and Z . The possibility that they or their loved ones might become fat is thereby staved off--it's all down to a lack of willpower , which they and their loved ones possess"	0
"If I wasn't in an egalitarian parenting relationship , I don't know how I would cope . I mean , I wouldn't ."	0
"If that's right , then gaslighting--by these moral means--is likely a pretty common and everday form of epistemic domination . We should all ask ourselves , what do I feel afraid to say or even think , out of fear of being dismissed as a bad person , that might be important and true ?"	0
"If you are a victim , and you want to be believed , you must be so damaged by the attack as to never spend time with the alleged perpetrator again ."	0
"If you are a victim , and you want to be believed , you must be totally undamaged (i . e . , not troubled or mentally ill in any way) and , indeed , perfect ."	0
"If you are a victim , and you want to be believed , you must remember every detail of the attack perfectly , even decades later ."	0
"If you are a victim , and you want to be believed , you must understand the attack perfectly from the outset , and never in any way minimise or rationalise your attacker’s behaviour ."	0
"If you are fully vaccinated , you are entitled but not obligated to stop wearing a mask under some conditions . This isn't hard (except for the what conditions part , obviously) ."	0
"If you think Britney's forced IUD is bad (and , my word , it is) , wait until you hear about the long history of forcibly sterilizing Indigenous and Black and disabled women in this country ."	0
"If you're tempted to point out that changing your gender isn't a reasonable or feasible way to avoid severe COVID outcomes , let me tell you the bad news about dieting and weight loss ."	0
"Imagine a mega-influencer boasting about losing 16lb in 3 weeks by starving herself at the exact moment women's bodies are being regulated , policed , and controlled in ways unprecedented in this country in nearly 50 years by SCOTUS . Patriarchy is everywhere--inside and outside us ."	0
"Implementing so-called heartbeat laws (a complete misnomer for a pulsating of cells that are just beginning to specialize) , implementing more specific bans , attacking any source of funding that could conceivably improve reproductive rights and health , even contraception . [2/3]"	0
"In our daughter's 14 months of life , we have had help exactly twice"	0
"In reply to Bell's titular question , the answer appears to be even more fragile , ignorant , racist white people than he could have anticipated in this brilliant piece"	0
Increasingly wishing that America's plan for women wasn't just the plot of The Giving Tree	0
"Increasingly , we know better than to diet or try to shrink ourselves down to size . But gaslighting makes us feel guilty , unworthy , unhealthy , ugly , and , yes , fat—understood as a pejorative , not a neutral descriptor—for refusing to live by the dictates of diet culture ."	0
"Incredibly boring , predictable , and wrong"	0
"Ironically , the eagerness to read "" White Fragility "" in order to distinguish oneself as a "" good "" white person is a symptom of . . . white fragility ."	0
"Is it too much to hope that El will come out as a lesbian and Pen will get the love she deserves (yes , even as a small fat woman) on the next season of Bridgerton ? Yes but girl can dream"	0
"Is there any real doubt that Musk will allow Trump back on Twitter , thus helping him immensely in his bid to reclaim the White House ? Rhetorical question . And a disaster in the making ."	0
"Is there some sort of rule that , on female ensemble TV shows , every woman has to be thin ? Current offenders : AJLT , Emily in Paris , The Sex Lives of College Girls , The Babysitters' Club . A depressing testament to lack of meaningful body diversity in cultural representations ."	0
